,text,ratingVal,ratingCount,tags
6,"Being a great father is like shaving. No matter how good you shaved today, you have to do it again tomorrow.",48.10,20,Father's Day
7,"A man walks into a bar with a roll of tarmac under his arm and says: ""Pint please, and one for the road."" ",48.10,20,"alcohol, life"
8,Your pussy is in more danger than a seal during Shark Week.,48.05,15,"animal, stupid"
9,Why are Scientology and Proctology alike? It's all a load of shit.,48.05,15,life
0,"A bank is a place that will lend you money, if you can prove that you don't need it.",48.05,15,money
1,"A wife can enjoy anything, until it's not my salary.",48.05,15,"marriage, men, money"
2,When I was young I did stupid things because I didn't know any better. Now I know better and do stupid things because I miss being young.,48.05,15,"age, life, mistake"
3,I want you more then a Hagen-Daas on a hot summer day.,48.05,15,"flirty, food"
4,What do elves learn in school? The Elf-abet! ,47.96,218,"Christmas, puns, school"
5,What has four legs and an arm? A happy pit bull.,47.91,34,"animal, rude"
6,Girls are like internet domain names... the ones I like are already taken.,47.91,34,"flirty, women"
7,Why are black guys eyes red after sex? From the pepper spray.,47.90,133,"black, sex"
8,How do you keep black people out of your back yard? Hang one in the front!,47.87,942,"black, racist"
9,"Approach a woman in a bar and whisper ""Hey, wanna get out of here?"" If she says yes, you can sit where she was.",47.86,43,"flirty, women"
0,How do you turn a fox into an elephant? Marry it!,47.82,27,"animal, marriage"
1,Paid love costs less.,47.82,27,"life, love, sex"
2,What should you do if you see your ex-husband rolling around in pain on the ground? Shoot him again.,47.82,27,"life, marriage, men"
3,"""Could you take a couple steps back. I have a nut allergy.""",47.82,27,"food, rude"
4,"Becoming a father is easy enough, but being one can be very rough.",47.82,27,"family, Father's Day"
5,Why are blondes so easy to get into bed? Who cares?,47.79,54,blonde
6,It was love at first sight. Then I took a second look!,47.79,54,"flirty, love"
7,I sent an angel to watch over you last night but he came back saying he can't watch porn...,47.79,54,"flirty, love, sex"
8,Why didn't Noah swat those two mosquitoes?,47.79,54,"animal, christian"
9,What's the difference between a girlfriend and a wife? 45 pounds. ,47.74,67,"dirty, marriage, women"
0,"Hear about the new gay sitcom? ""Leave it, it's Beaver."" ",47.73,176,gay
1,How did they invent break dancing? Trying to steal the hubcaps off a moving car.,47.64,69,black
2,"The three words most hated by men during sex? ""Are you In?"" or ""Is It In?""",47.63,45,"hate, men, rude, sex"
3,What's the difference between Tiger Woods and Santa? Santa stopped at 3 ho's.,47.63,45,"Christmas, sport"
4,You never have to worry about love at first sight if you steadfastly keep looking at your phone.,47.57,36,"attitude, love"
5,Sugar - Honey - Iced - Tea ... Guess what it means.,47.57,36,rude
6,"When his I.Q. reaches 50, he should sell.",47.57,36,"insults, work"
7,How do 5 gay men walk? One Direction!,47.56,269,gay
8,How can you make a gay man scream twice? Fudge him real hard. Then wipe your dick off on his curtains.,47.55,275,"dirty, gay"
9,How do you know Adam and Eve weren't black? Ever try and take a rib from a black.,47.45,73,black
0,What's yellow and black and makes you laugh: A bus full of niggers going over a cliff.,47.44,1386,"racist, rude"
1,"I hate Russian dolls, they're so full of themselves.",47.40,115,racist
2,No matter what has happened. No matter what you've done. No matter what you will do. I will always love you. I swear it.,47.34,29,"love, Valentines"
3,What do you give the blonde that has everything? Penicillin.,47.34,29,blonde
4,Sex is one of the nine reasons for reincarnation; the other eight are unimportant.,47.34,29,"attitude, life, sex"
5,I went to a peanut factory last week. It was nuts!,47.34,29,"food, stupid"
6,How does a blonde high-five? She smacks herself in the forehead. ,47.34,29,blonde
7,What did the cannibal do after he dumped his girlfriend? Wiped his ass.,47.34,29,rude
8,Wanna play guns? Bend over and I'll cock you.,47.32,22,"dirty, sport"
9,"A lot of people are afraid of heights. Not me, I'm afraid of widths.",47.32,22,"attitude, life, people"
0,"How do I stay humble? Well, it's not easy, but I start by being generally bad at almost all things.",47.32,22,"attitude, life"
1,"30 seconds left on the microwave. Women: set table, pour drinks, tweet, talk on the phone. Men: do the space shuttle countdown.",47.32,22,"life, men, women"
2,To a young housewife: remember that a small bottle of vodka not only will decorate the table but also will hide your cooking mistakes.,47.28,38,"alcohol, marriage, mistake, women"
3,"I tried to be polite and hold the door open for a woman, but she kept screaming, ""I'm peeing in here!"" Fucking b*tch.",47.28,38,"attitude, men, women"
4,"What did God say when he saw the first black person? Ooops, I burnt one!",47.26,1239,"God, insults, racist, rude"
5,What do bees do with their honey? They cell it.,47.20,129,"animal, puns"
6,What are the 2 reasons the girl broke up with her boyfriend? Because he was a cheetah and because he was lion too much to her.,47.14,184,"animal, love, puns, sex"
7,Be nice to your kids. They'll choose your nursing home.,47.08,51,"family, kids, life, retirement"
8,Why do women prefer old gynecologists? Their shaky hands!,47.08,51,"dirty, women"
9,"If I wanted to get trapped in a scary maze, I'd just go into my kid's bedroom.",47.03,40,"family, kids, sarcastic"
0,Does this rag smell like chloroform to you?,47.03,40,"flirty, life"
1,April Fools' Day is like a huge open mic night in which millions of people go out of their way to demonstrate how unfunny they are.,47.03,40,April Fools Day
2,"My dad used to always warn me about anal. He would say ""Now son, this may hurt a bit"".",47.02,242,"dirty, gay, sex"
3,Never agree to plastic surgery if the doctor's office is full of portraits by Picasso.,46.95,31,"doctor, life"
4,"I heard the next Steve Jobs movie will be on IMAX. It's the same movie, just on a bigger screen.",46.95,31,"attitude, intelligence, sarcastic"
5,What´s the difference between a goodyear and a fucking good year? 365 condoms.,46.95,31,"life, sex"
6,What do you call a prostitute with a runny nose? Full.,46.94,53,dirty
7,The national debt isn't the only thing that's rising.,46.94,53,"dirty, political"
8,How do you fix a woman's watch? Why should you? There's a clock on the oven.,46.88,70,"dirty, women"
9,Twitter is my 'serious' account. My Bank account is the 'joke' one.,46.87,17,"life, money"
0,Everybody is somebody else's weirdo.,46.87,17,life
1,"I think, therefore I'm single.",46.87,17,love
2,"I have three kids, one of each.",46.87,17,retirement
3,"If she says, ""I'm OK,"" you're fine. If she says, ""I'm Fine,"" You're not OK.",46.87,17,"communication, women"
4,Why did the banana go out with the prune? Because it couldn't get a date. ,46.87,17,Valentines
5,Want to meet up so I can excite your natural frequency?,46.87,17,"flirty, love"
6,What's the difference between light and hard? You can sleep with a light on.,46.87,17,"life, sex"
7,Legends don't die... I am a living example!,46.87,17,attitude
8,"Remember, if you smoke after sex you're doing it too fast.",46.87,17,sex
9,What happened when the man fell in love with his garden? It made him wed his plants! ,46.87,17,"men, Valentines"
0,Better at sex than anyone; now all he needs is a partner.,46.87,17,sex
1,Why do men get their great ideas in bed? Because their plugged into a genius! ,46.87,17,"men, women"
2,"She said she was approaching forty, and I couldn't help wondering from what direction.",46.87,17,women
3,Take time to relax especially when you don't have time for it.,46.87,17,"attitude, time"
4,"I bet Egyptians were all like ""Yo, nobody in history will ever worship and revere cats like we do"" and then came the internet.",46.87,17,animal
5,Why do men need instant replay on TV sports? Because after 30 seconds they forget what happened.,46.81,42,"dirty, men"
6,S.I.N.G.L.E...sexy! innocent! naughty! gorgeous! lustful! exciting!,46.81,42,"flirty, men, women"
7,It's gonna be ok.,46.77,12,attitude
8,"Without ME, it's just AWESO.",46.77,12,
9,What did the banana say to the vibrator? What are you shaking for? She's going to eat me!,46.77,12,women
0,"Do you know how much a polar bear weighs? (no) me neither but enough to break the ice, hi my name is .....",46.77,12,"animal, stupid"
1,"I intend to live forever. So far, so good.",46.77,12,life
2,Who invented the brush they put next to the toilet? That thing hurts!,46.77,12,
3,Out of my mind. Back in five minutes.,46.77,12,life
4,"When you go to the drugstore, why are the condoms not in with the other party supplies?",46.77,12,life
5,Friends are like condoms: They protect you when things get hard.,46.77,12,life
6,Save the whales. Collect the whole set.,46.77,12,animal
7,He who hesitates is boss.,46.77,12,life
8,Beer: It's not just for breakfast anymore.,46.77,12,"attitude, life"
9,Why do gorillas have big nostrils? Because they have big fingers.,46.77,12,animal
0,Like arguing with a forest fire.,46.77,12,women
1,"""Why don't you trust me?"", she texted both the guys simultaneously.",46.77,12,"love, women"
2,I love the way you move...like butter on a bald monkey.,46.71,24,"animal, beauty, food"
3,You must be peanut butter because you're making my legs feel like jelly.,46.71,24,"flirty, food"
4,"Always wear high heels, it makes it easier to look down on him.",46.70,57,"dirty, men"
5,"What part of a football ground is never the same? The changing rooms.
",46.67,154,"puns, sport"
6,My love for you is like a fart. Everything about it is powered by my heart.,46.62,44,"dirty, flirty, love"
7,"Do not walk behind me, for I may not lead. Do not walk ahead of me, for I may not follow. Do not walk beside me either. Just pretty much leave me the hell alone.",46.62,33,"flirty, love"
8,I bought a new Japanese car. I turned on the radio... I don't understand a word they're saying.,46.62,33,car
9,You must work at subway...cause you`re givin` me a foot long.,46.62,33,"dirty, food"
0,New Year's is just a holiday created by calendar companies who don't want you reusing last year's calendar.,46.62,33,New Year
1,Why don't witches wear panties? They get a better grip on their brooms!,46.50,61,"Halloween, women"
2,Why can't men get mad cow disease? Because they're all pigs.,46.50,61,"dirty, men"
3,Looking at you is getting my dick harder than Chuck Norris,46.50,61,"dirty, flirty"
4,"What goes ""oh oh oh""? Santa walking backwards.",46.46,46,Christmas
5,He always finds himself lost in thought; it's unfamiliar territory.,46.46,46,"insults, stupid"
6,You have enough fat to make another human.,46.37,143,"fat, insults"
7,The wife of my friend is not a woman to me. But if she's pretty he's not my friend.,46.34,35,"friendship, men, sex"
8,What is better than a cold Bud? A warm bush.,46.34,35,dirty
9,You smell like trash..... Can I take you out?,46.27,67,flirty
0,"I wanted to tell you that wherever I am, whatever happens, I'll always think of you, and the time we spent together, as my happiest time. I'd do it all over again, if I had the choice. No regrets.",46.22,26,"love, Valentines"
1,Any skirt looks good on the back of the chair.,46.22,26,"sex, women"
2,You are so tall in my eyes that they can't rise higher than your waist.,46.22,26,"sex, women"
3,"A wife in big doses is poison, in small doses – medicine.",46.22,26,"love, men, women"
4,"Your kid may be an honors student, but you're still an idiot.",46.22,26,"kids, stupid"
5,I'm so introverted I won't even talk to myself.,46.22,26,"communication, life"
6,"It's not a flaw to have a husband, but an essential drawback to have a wife.",46.22,26,"marriage, men, women"
7,Nutella: A reason to buy bread.,46.22,26,food
8,You have the right to remain silent because whatever you say will probably be stupid anyway.,46.21,69,"insults, stupid"
9,Why do blacks raise chickens? To teach their kids how to walk.,46.12,659,"black, racist"
0,What do u do when your sitting in the dark and your TV starts to float? You turn on the lights and shoot the black guy stealing it.,46.06,126,black
1,The best reason to divorce or break-up with a man is for health reasons you're sick of him.,46.01,19,men
2,Constipated people don't give a crap.,46.01,19,life
3,"If the number 2 pencil is the most popular, why is it still number 2?",46.01,19,attitude
4,Man's appearance is not the most important thing. There are worse flows.,46.01,19,"life, men"
5,"Women dream of world peace, a safe environment, and eliminating hunger. What do men dream of? Being stuck in an elevator with the Doublemint twins.",46.01,19,"life, men, women"
6,Why do women rub their eyes when they get up in the morning? They don't have balls to scratch!,46.01,19,women
7,What did the egg say to the boiling water? It will take a minute for me to get hard I just got laid by a chick,46.01,19,animal
8,"If breaks are meant to be slow... then why do they call it ""breakfast""?",46.01,19,life
9,"I'm a humble person, really. I'm actually much greater than I think I am.",46.01,19,attitude
0,"I don't have a solution, but I do admire the problem.",46.01,19,love
1,"You might not be a Bulls fan, but I know you felt it when this D rose.",46.01,19,sport
2,"The easiest job in the world has to be coroner. Surgery on dead people. What's the worst thing that could happen? If everything went wrong, maybe you'd get a pulse.",46.01,19,life
3,What is the difference between acne and a catholic priest? Acne usually comes on a boys face after he turns 12.,45.99,430,"christian, puns, rude"
4,Some people have skeletons in their closet. I have a whole graveyard!,45.97,79,"black, life, people, sarcastic"
5,"Don't feel sad, don't feel blue, Frankenstein was ugly too.",45.97,54,"insults, ugly"
6,"My favorite sexual position: The Chilean miner. That's where you go down on me and stay there till Christmas.
",45.97,54,"Christmas, flirty, sex"
7,He's a recovering alcoholic: recovering from last night!,45.90,39,insults
8,"I know its not Christmas, but Santa's lap is always ready.",45.90,39,"Christmas, dirty"
9,"Your so dense, light must bend around you.",45.90,39,insults
0,You are the reason Santa even has a naughty list.,45.88,56,"Christmas, flirty"
1,How can you tell which is the head nurse? The one with the dirty knees.,45.83,28,"rude, women"
2,A man can be happy with any woman as long as he doesn't love her.,45.83,28,"love, men, women"
3,"I was never a photogenic person, because when everyone said cheese I said ""WHERE""?",45.83,28,"attitude, food"
4,What did God say after creating man? I must be able to do better than that.,45.83,28,"God, men"
5,"If I freeze, it's not a computer virus. I was just stunned by your beauty.",45.83,28,"beauty, flirty, IT"
6,"You would never be able to live down to your reputation, but I see you're doing your best.",45.73,41,"insults, rude"
7,How do blonde braincells die? Alone. ,45.58,43,blonde
8,You're so poor I saw you kicking a can across the street I asked you what you were doing you said moving.,45.58,43,insults
9,Anyone have any sex laying around they're not using I could borrow?,45.58,43,"flirty, sex"
0,I come from a stupid family. During the civil war my great uncle fought for the West.,45.51,30,"family, retirement, stupid"
1,"They call me the cat whisperer, cause I know exactly what the pussy needs.",45.51,30,"animal, flirty, stupid"
2,"Diet tip: If you think you're hungry, you might just be thirsty. Have a bottle of wine first and then see how you feel.",45.51,30,"alcohol, attitude, food"
3,My diet always starts on a Monday morning and ends at the donuts somebody brings into the office later that morning.,45.51,30,"food, stupid"
4,What kind of motorbike does Santa ride? A Holly Davidson!,45.51,30,Christmas
5,"If you love a woman, you shouldn't be ashamed to show her to your wife.",45.51,30,"love, marriage, men, women"
6,Should crematoriums give discounts for burn victims?,45.48,70,"dirty, rude"
7,Santa's lap isn't the only place wishes come true.,45.44,72,"Christmas, flirty, Valentines"
8,"What did the boy octopus say to the girl octopus? Can I hold your hand, hand, hand, hand, hand, hand, hand, hand, hand, hand?",45.37,21,"animal, Valentines"
9,Careful! Angry dog in the backyard! Please do not crush him.,45.37,21,animal
0,"They lie about marijuana: ""Marijuana makes you unmotivated."" Lie. When you're high, you can do anything you normally do just as well. You just realize it's not worth the fucking effort. There's a difference.",45.37,21,"attitude, life"
1,At my funeral the priest will throw my corpse into the crowd and whoever catches it will be the next to die.,45.37,21,death
2,I need more than 140 characters to tell you how beautiful you are.,45.37,21,"beauty, flirty, IT"
3,"How do you get a nun pregnant? Dress her up as an alter boy.
",45.36,148,"christian, dirty, insults"
4,Do you know why beer goes through your system so fast? Because it does not have to stop to change color.,45.35,14,rude
5,"I should've known it wasn't going to work out between my ex-wife and me. After all, I'm a Libra and she's a bitch.",45.35,14,women
6,Computer does what you command him to do but not what you want from him.,45.35,14,"IT, life"
7,Twitter is just LinkedIn for the chronically unemployed.,45.35,14,"IT, stupid"
8,A bargain is something you don't need at a price you can't resist.,45.35,14,"life, money"
9,A bus is a vehicle that runs twice as fast when you are after it as when you are in it.,45.35,14,life
0,"I've been on so many blind dates, I should get a free dog. ",45.35,14,"animal, love"
1,A hard thing about a business is minding your own.,45.35,14,life
2,The qualities that most attract a woman to a man are usually the same ones she can't stand years later.,45.35,14,"men, women"
3,Did you know that there are 71.9 acres of nipple tissue in the U.S.?,45.35,14,women
4,"Do you know any bird that can write? Pen-guine.
",45.35,14,animal
5,We are all part of the ultimate statistic – ten out of ten die.,45.35,14,life
6,My wife set a limit on how much we can spend on each other for Christmas. It's $100 on me and $500 on her.,45.34,47,"Christmas, marriage, money"
7,Nothing spoils the target more than a hit.,45.26,9,life
8,The fantasy part of fantasy football is that 10 wives would all let their husbands out on the same night for the draft.,45.26,9,"marriage, men, sport, women"
9,Do ten millipedes equal one centipede?,45.26,9,
0,He's not dead; he's electroencephalographically challenged.,45.26,9,
1,"Hey baby, what's your resonance frequency?",45.26,9,flirty
2,"I'd like to say the best moment of a woman's life is giving birth, but it's actually seeing an old nemesis and realizing she got really fat.",45.26,9,"age, birthday, fat, life, women"
3,Smith & Wesson: The original point and click interface.,45.26,9,
4,The difference between fiction and reality? Fiction has to make sense.,45.26,9,life
5,"Honk all you want, but if I don't eat these donuts at this green light I'll have to share them at home.",45.26,9,attitude
6,Why don't women blink during foreplay? They don't have time.,45.25,32,"men, sex"
7,"Hey baby, there's an OverflowException in my pants, care to handle it for me?",45.25,32,"flirty, IT, stupid"
8,"Excuse me, but do you like whales? (yeah, why) Cause I was thinking that we could ""humpback"" at my place.",45.25,32,"animal, dirty"
9,When you stop believing in Santa Claus is when you start getting clothes for Christmas!,45.25,32,"Christmas, kids"
0,Sacred cows make the best hamburgers. ,45.25,49,"animal, dirty"
1,Drinking too much coffee can cause a latte problems.,45.25,49,"dirty, intelligence"
2,"Wow, this article looks awesome.

*clicks link*

*finds out it's a slideshow*

*throws computer out the window*",45.25,49,"hate, IT, sarcastic"
3,"Dear Lord, there is a bug in your software...it's called #Monday, please fix it...",45.04,34,"God, mistake"
4,Being in a nudist colony probably takes all the fun out of Halloween.,45.04,34,Halloween
5,My mother + my father – condom = MOST AWESOME PERSON ALIVE!,45.04,34,sex
6,"Why are men are like public toilets? The good ones are taken, the rest are full of shit.",44.98,57,"insults, life, men"
7,Squirrels – nature's speed bumps.,44.89,23,animal
8,Evolution: True science fiction.,44.89,23,life
9,"You're like milk, I want to make you a part of my complete breakfast.",44.89,23,"flirty, food"
0,Friend: What are you gonna be for halloween? Me: Drunk!,44.89,23,Halloween
1,How about we do some peer-to-peer sharing? Your domain or mine?,44.89,23,"flirty, IT"
2,Did you hear about the dyslexic Satanist? He sold his soul to Santa.,44.86,36,"Christmas, stupid"
3,How can you tell a black person is lying? His lips are moving.,44.77,105,black
4,"Why do women have smaller feet than men? It's one of those ""evolutionary things"" that allows them to stand closer to the kitchen sink.",44.73,79,"dirty, women"
5,Boy: Have u ever been fishing before Girl: Why? Boy: I think we should hook up!,44.60,40,"animal, dirty, flirty, sport"
6,"Men have two emotions: Hungry and Horny. If you see him without an erection, make him a sandwich.",44.52,25,"men, sex"
7,My mom's favorite part of my birthday is describing my birth in detail to an 18 year old waitress who is just there to get our drink order.,44.52,25,"birthday, life, stupid"
8,Why don't men have mid-life crises? They stay stuck in adolescence. ,44.52,25,"life, men"
9,Why do men like smart women? Opposites attract.,44.52,25,men
0,"If I followed you home, would you keep me?",44.52,25,flirty
1,What is the difference between a dog and a fox? About 5 drinks,44.52,25,"alcohol, animal"
2,"If we were stranded in a desert and a snake bit my penis, would you suck the poison out?",44.52,128,"dirty, flirty"
3,I am the ghost of Christmas Future Perfect Subjunctive: I will show you what would have happened were you not to have changed your ways!,44.45,184,"Christmas, puns"
4,What is live? Life is love. Whats love? Love is kissing. Whats kissing? Come here and I show you.,44.41,44,flirty
5,You are my methods. I am nothing without you.,44.40,16,"flirty, IT"
6,Come to my 127.0.0.1 and I'll give you sudo access.,44.40,16,"flirty, IT"
7,If a woman gave in very fast it's not because of the man but the men that came before him.,44.40,16,"sex, women"
8,"What did the elephant say to his girlfriend? ""I love you a ton!""
",44.40,16,"animal, Valentines"
9,"The less skilled the player, the more likely he is to share his ideas about the golf swing.",44.40,16,sport
0,Do you think they named April Fool's Day in your honor?,44.23,27,April Fools Day
1,The 3 stages of man: He believes in Santa Claus. He doesn't believe in Santa Claus. He is Santa Claus.,44.23,27,"Christmas, men"
2,"Your name must be Coca Cola, because you're so-da-licious",44.23,27,"beauty, flirty, food"
3,(NAME) is a terrific athlete. He recently ran the London Marathon – he was aiming for 3 hours but just missed it! he made it in 3 hrs 150 minutes,44.23,27,best man speech
4,"If you are what you eat, then my dog is a calculator.",44.19,52,animal
5,How can you tell a Sumo wrestler from a feminist? A Sumo wrestler shaves his legs.,44.14,56,"dirty, women"
6,"George washington said ""We would have a black president when pigs fly!"" ... well, swine flu.",44.10,76,black
7,Definition of a bachelor: A man who has missed the opportunity to make some woman miserable.,44.09,72,"dirty, men"
8,What's the difference between a blonde and a washing machine? They both drip when they're fucked.,44.09,64,"blonde, sex"
9,"What is the difference between frustration and satisfaction? ""What the Fuck!"" and ""What a Fuck!""",43.95,142,"puns, sex"
0,Nobody puts Baby in a corner.,43.75,18,love
1,"You have two choices in life: You can stay single and be miserable, or get married and wish you were dead.",43.75,18,"life, marriage"
2,The difference between divorce and legal separation is that a legal separation gives a husband time to hide his money.,43.75,18,"marriage, money"
3,"What did one ghost say to another ghost? ""Do you believe in people?""",43.75,18,"life, people"
4,The probability of someone watching you is proportional to the stupidity of your action.,43.75,18,stupid
5,"Why is it called Alcoholics ANONYMOUS when the first thing you do is stand up and say, ‘My name is Peter and I am an alcoholic'",43.75,18,life
6,I wish you were on the football team because I'd love to see your backfield in motion.,43.75,18,"flirty, sport"
7,No one is listening until you fart.,43.75,18,life
8,Dance Dance Revolution is an intense game but an even more intense to-do list,43.75,18,"attitude, work"
9,Why don't you slip into something more comfortable ...like a coma.,43.75,18,life
0,Are you a termite? Cause you're about to have a mouth full of wood.,43.75,18,animal
1,"If I was an operating system, your process would have top priority.",43.75,18,"flirty, IT"
2,"If everything seems to be coming your way, you're probably in the wrong lane.",43.75,18,life
3,I'm glad he's single because I'm going to climb that like a tree.,43.75,18,"love, women"
4,What's the difference between wife and a blue whale? About 10 pounds.,43.68,33,"marriage, rude, women"
5,"If you want to change your life significantly just walk to the Mercedes-Benz 600 standing at the junction, take a brick and throw it into the windshield.",43.68,33,"attitude, car, life"
6,"Is that shirt (those pants) mad of camel skin? (No, why?) Cause I noticed the humps!",43.68,33,"animal, dirty"
7,An ad at the zoo: ‘Don't scare the ostriches! The floors are concrete!',43.65,6,animal
8,"Hi, welcome to dating. These are your two options:
1. Stay together forever
2. Break up
No pressure.",43.65,6,"flirty, life, love"
9,"I am a virtuous woman, that's why I cost more!",43.65,6,
0,"Even if you were eaten, there will still be a two way out.",43.65,6,"attitude, life"
1,"Son, when I was your age there was no social media. You had to go to a bar and buy endless drinks to be ignored by multiple women.",43.65,6,"age, alcohol, IT, women"
2,"Q: What's that thing called when you're only attracted to married men and gay men?
A: Oh. Single. It's called single.",43.65,6,"gay, love, marriage"
3,"Q: What's the difference between England and a teabag? 
A: A teabag could stay in the cup for longer.",43.65,6,"insults, sport"
4,"Q: How many snowboarders does it take to screw in a lightbulb? 
A: 50: 3 to die trying, 1 to actually pull it off, and 46 other to say, ""man, I could do that!""",43.65,6,"death, sport"
5,"Jesus fed 5,000 people with two fishes and a loaf of bread. That's not a miracle. That's tapas.",43.65,6,"food, God, sarcastic"
6,"Q: When do you kick a midget in the balls?
A: When he is standing next to your girlfriend saying her hair smells nice.",43.65,6,"dirty, love"
7,My wife just found out I replaced our bed with a trampoline; she hit the roof.,43.65,6,"death, marriage, sarcastic"
8,"I'm making a film about emos. I really need to stop saying ""cut!"" at the end of each scene.",43.65,6,"black, communication, work"
9,"If you didn't take a selfie at the gym, were you really there?",43.65,6,health
0,"You should know, that no one understood it was an April fool's joke because no one expected you have a sense of humor.",43.57,35,April Fools Day
1,"If you are supposed to learn from your mistakes, why do some people have more than one child.",43.57,35,"kids, mistake, people"
2,Is your name Summer? ‘Coz you're HOT!,43.52,81,"flirty, summer"
3,Wanna meet Santa's little helper?,43.49,37,"Christmas, dirty"
4,I've had so much to drink that you're beginning to look good.,43.49,37,"attitude, flirty, sarcastic"
5,I'm not a doctor but I know adding cheese to anything makes it an antidepressant.,43.47,77,"doctor, food"
6,"Why don't vampires go south of the border? Because every time they suck a Mexican's blood, they get the vshits for a month.",43.46,478,racist
7,"I saw weird stuff in that place last night. Weird, strange, sick, twisted, gross, godless, evil stuff... and I want it (:",43.43,11,"attitude, stupid"
8,"Throwing acid is wrong, in some people's eyes.",43.43,11,"fighting, sarcastic"
9,My dog is completely exhausted from destroying everything in my house,43.43,11,"animal, attitude"
0,"The first time I got a universal remote control, I thought to myself ""This changes everything"".",43.43,11,"IT, life"
1,"Why is the book ""Women Who Love Too Much"" a disappointment for many men? No phone numbers.",43.43,11,men
2,How does a woman show she's planning for the future? Plastic Surgery.,43.43,11,"life, women"
3,What do Eskimos get from sitting on the ice too long? Polaroids.,43.43,11,life
4,"Why didn't Cupid shoot his arrow at the lawyer's heart? Because even Cupid can't hit a target that small.
",43.43,11,Valentines
5,What do you call a boomerang that doesn't work? A stick.,43.43,11,life
6,"If you're looking for sympathy, you'll find it in the dictionary between ""shit"" and ""syphilis""",43.43,11,life
7,"I don't have a beer gut, I have a protective covering for my rock hard abs.",43.43,11,men
8,"Next time you wave, use all your fingers.",43.43,11,life
9,"Friends may come and go, but enemies accumulate.",43.43,11,life
0,"Hi, Can I domesticate you?",43.43,11,"animal, stupid"
1,I've been thinking about you...Owl night long.,43.43,11,animal
2,"Sex to a man is like hunger. If he can't get into an expensive French restaurant, he will go to McDonalds.",43.43,11,
3,Incompetence knows no barriers of time or place.,43.43,11,life
4,What will it take to reunite Nirvana? Two more bullets.,43.43,11,
5,"I want to ask you out, but I've got butterflies in my stomach. And worms. And maggots. And..",43.37,41,"flirty, Halloween"
6,Why do only 20 percent of blonde chicks lay Easter eggs? The rest are hunting peckers.,43.37,41,"blonde, Easter"
7,"What happens when you drop a whale on thin ice? Her: What? You: It breaks the ice. Hi, i'm (your name)",43.30,61,"animal, attitude, flirty"
8,"I'm in love with you, and I'm not in the business of denying myself the simple pleasure of saying true things. I'm in love with you, and I know that love is just a shout into the void, and that oblivion is inevitable, and that we're all doomed and that there will come a day when all our labor has been returned to dust, and I know the sun will swallow the only earth we'll ever have, and I am in love with you.",43.29,20,love
9,A woman about sex has to know ‘why?' and a man ‘where?',43.29,20,"men, sex, women"
0,I don't trust anything that bleeds for five days and doesn't die.,43.29,20,women
1,Everything is rightly confused.,43.29,20,"attitude, life, motivational"
2,How do crazy people go through the forest? They take the psycho path.,43.29,20,"life, rude"
3,What's a nice ghoul like you doing in a crypt like this?,43.29,20,"beauty, Halloween"
4,Who's your friend?,43.29,20,"attitude, life, rude"
5,I bet we can get into some serious Treble together.,43.29,20,"flirty, intelligence"
6,"What's the definition of a male chauvinist pig? A man who hates every bone in a woman's body, except his own.",43.28,57,"dirty, men, rude, women"
7,What do you say we make this a Not-so-Silent Night?,43.28,57,"Christmas, dirty"
8,There are 364 days until Christmas and people already have their Christmas lights up. Unbelievable...,43.27,55,"Christmas, people"
9,How do you get a black man out of a tree? Cut the rope.,43.08,113,black
0,"When a newly married woman smiles, all know why, but when a ten-years married woman smiles, all wonder why.",42.95,22,"marriage, men, women"
1,Light travels faster than sound. This is why some people appear bright until you hear them speak.,42.95,22,people
2,Canadians are more polite when they are being rude than Americans are when they are being friendly.,42.95,22,rude
3,How good are you at powerpoint? I Excel at it!,42.95,22,"attitude, IT"
4,It's funny how one person can make you never trust anybody...,42.95,22,attitude
5,If I was a squirrel I'd chuck my nuts in your hole!,42.95,22,"animal, rude"
6,"Money can't buy happiness, but it sure makes misery easier to live with.",42.95,22,"happiness, money"
7,How can you tell if a man is happy? Who Cares?,42.95,22,"men, rude"
8,Loneliness is when you get an e-mail but it's from the newsgroup server.,42.95,22,"friendship, life"
9,What do witches put on their hair? Scare spray!,42.95,22,Halloween
0,What's the height of conceit? Having an orgasm and calling out your own name. ,42.95,22,rude
1,"A woman is like a parachute – can refuse at any time, that's why you need to have a spare one.",42.95,22,"men, women"
2,"Excuse me, I'm a little short on cash. Mind if we shared a cab home?",42.95,22,flirty
3,Might I integrate your curves tonight?,42.95,22,"dirty, flirty"
4,What do toys and boobs have in common? Both are made for children but it's the fathers who play with them most.,42.95,22,Father's Day
5,"How does one know a man is going to say something smart?..His senentences start with ""A woman once told me..""",42.94,82,"dirty, men"
6,What do you say to a blonde with no arms and no legs? Nice tits!,42.82,76,"blonde, dirty, rude"
7,"If sex is a pain in the ass, then you're doing it wrong ...",42.75,165,"dirty, gay, sex"
8,Can I borrow your cellphone? I need to call animal control cause I just saw a fox!,42.71,24,"animal, dirty, flirty"
9,A woman is like a well-served table at which a man looks one way before he eats and differently after he ate.,42.71,24,"men, rude, women"
0,"Why didn't the dog want to play football? It was a boxer!
",42.71,24,"animal, sport"
1,"Hear the slogan for the Stealth Condom? ""They'll never see you coming.""",42.71,24,sex
2,If you were a pole I would dance all over you.,42.53,26,"attitude, dirty, flirty"
